cost_function,level,name,value
building_battery_health_capacity_fade_ratio,building,Building_1,5.483388814696288e-07
building_battery_health_equivalent_full_cycles_count,building,Building_1,0.14046993343250935
building_battery_total_charge_kwh,building,Building_1,0.0
building_battery_total_discharge_kwh,building,Building_1,1895.5012817382812
building_battery_total_throughput_kwh,building,Building_1,1895.5012817382812
building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_overall_ratio,building,Building_1,nan
building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_1,nan
building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_1,0.0
building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_1,nan
building_cost_daily_average_baseline_eur,building,Building_1,6519.188044956855
building_cost_daily_average_control_eur,building,Building_1,6531.464130611274
building_cost_daily_average_delta_eur,building,Building_1,12.2760856544193
building_cost_ratio_to_baseline_total_ratio,building,Building_1,1.001883069727359
building_cost_total_baseline_eur,building,Building_1,2379232.0035740454
building_cost_total_control_eur,building,Building_1,2383712.2633343395
building_cost_total_delta_eur,building,Building_1,4480.25976029411
building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_1,0.04680926480527718
building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_1,1459.3529052734375
building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_1,1465.7529296875
building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_1,1477.1529541015625
building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_1,0.0
building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_1,0.0
building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_1,0.0
building_electrical_service_phase_violations_energy_total_kwh,building,Building_1,0.0
building_electrical_service_phase_violations_event_count,building,Building_1,0.0
building_emissions_daily_average_baseline_kgco2,building,Building_1,8304.688546020467
building_emissions_daily_average_control_kgco2,building,Building_1,8316.11339396665
building_emissions_daily_average_delta_kgco2,building,Building_1,11.424847946183817
building_emissions_ratio_to_baseline_total_ratio,building,Building_1,1.0013757105859988
building_emissions_total_baseline_kgco2,building,Building_1,3030865.2906080526
building_emissions_total_control_kgco2,building,Building_1,3035034.8840730786
building_emissions_total_delta_kgco2,building,Building_1,4169.593465026002
building_energy_grid_daily_average_export_baseline_kwh,building,Building_1,4644.476361575254
building_energy_grid_daily_average_export_control_kwh,building,Building_1,4645.38834022425
building_energy_grid_daily_average_export_delta_kwh,building,Building_1,0.9119786489961191
building_energy_grid_daily_average_import_baseline_kwh,building,Building_1,10777.161182195061
building_energy_grid_daily_average_import_control_kwh,building,Building_1,10792.871245023825
building_energy_grid_daily_average_import_delta_kwh,building,Building_1,15.71006282876515
building_energy_grid_daily_average_net_exchange_baseline_kwh,building,Building_1,6132.684820619807
building_energy_grid_daily_average_net_exchange_control_kwh,building,Building_1,6147.482904799576
building_energy_grid_daily_average_net_exchange_delta_kwh,building,Building_1,14.79808417976903
building_energy_grid_ratio_to_baseline_export_total_ratio,building,Building_1,1.000196357689866
building_energy_grid_ratio_to_baseline_import_total_ratio,building,Building_1,1.0014577180913578
building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,building,Building_1,1.0024129862552227
building_energy_grid_total_export_baseline_kwh,building,Building_1,1695040.3521265686
building_energy_grid_total_export_control_kwh,building,Building_1,1695373.1863343418
building_energy_grid_total_export_delta_kwh,building,Building_1,332.8342077732086
building_energy_grid_total_import_baseline_kwh,building,Building_1,3933214.7831186056
building_energy_grid_total_import_control_kwh,building,Building_1,3938948.3014651537
building_energy_grid_total_import_delta_kwh,building,Building_1,5733.51834654808
building_energy_grid_total_net_exchange_baseline_kwh,building,Building_1,2238174.430992037
building_energy_grid_total_net_exchange_control_kwh,building,Building_1,2243575.115130812
building_energy_grid_total_net_exchange_delta_kwh,building,Building_1,5400.684138774872
building_equity_benefit_relative_percent,building,Building_1,-0.18830697273590524
building_ev_events_departure_count,building,Building_1,924.0
building_ev_events_departure_met_count,building,Building_1,684.0
building_ev_events_departure_within_tolerance_count,building,Building_1,21.0
building_ev_performance_departure_soc_deficit_mean_ratio,building,Building_1,0.18342501715070592
