cost_function,level,name,value
building_battery_health_capacity_fade_ratio,building,Building_1,5.5298106623441546e-05
building_battery_health_equivalent_full_cycles_count,building,Building_1,13.49178098165731
building_battery_total_charge_kwh,building,Building_1,98624.4645383358
building_battery_total_discharge_kwh,building,Building_1,83433.62802814794
building_battery_total_throughput_kwh,building,Building_1,182058.09256648374
building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_overall_ratio,building,Building_1,nan
building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_1,nan
building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_1,0.0
building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_1,nan
building_cost_daily_average_baseline_eur,building,Building_1,6269.068170735616
building_cost_daily_average_control_eur,building,Building_1,6326.815741956283
building_cost_daily_average_delta_eur,building,Building_1,57.747571220666764
building_cost_ratio_to_baseline_total_ratio,building,Building_1,1.0092115079383306
building_cost_total_baseline_eur,building,Building_1,2287948.6711447192
building_cost_total_control_eur,building,Building_1,2309024.1284914617
building_cost_total_delta_eur,building,Building_1,21075.457346742507
building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_1,0.0033009654852384916
building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_1,1242.59326171875
building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_1,1242.59326171875
building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_1,1242.59326171875
building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_1,816.7035522460938
building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_1,816.7035522460938
building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_1,816.7035522460938
building_electrical_service_phase_violations_energy_total_kwh,building,Building_1,0.0
building_electrical_service_phase_violations_event_count,building,Building_1,0.0
