algorithm,all_done,carbon_intensity_mean,district_net_electricity_consumption,district_net_electricity_consumption_cost,district_net_electricity_consumption_emission,district_net_electricity_consumption_without_storage,electricity_price_mean,episode,episode_step,global_step,reset_count,reward_axis_weights,reward_function,reward_mean,reward_profile,reward_sum,scenario,time_step
MATD3,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.49411264061927795,0,0,0,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7021793723106384,matd3_unified_comparable_v4,-11.937049329280853,E3,3
MATD3,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5388726592063904,0,1,1,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7038395404815674,matd3_unified_comparable_v4,-11.965272188186646,E3,4
MATD3,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5805823802947998,0,2,2,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.6766152381896973,matd3_unified_comparable_v4,-11.502459049224854,E3,5
MATD3,False,0.7849760055541992,0.0,0.0,0.0,0.0,0.6163992881774902,0,3,3,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.6601278781890869,matd3_unified_comparable_v4,-11.222173929214478,E3,6
MATD3,False,0.7739109992980957,0.0,0.0,0.0,0.0,0.6438825726509094,0,4,4,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7387655377388,matd3_unified_comparable_v4,-12.5590141415596,E3,7
MATD3,False,0.7615389823913574,0.0,0.0,0.0,0.0,0.6611592769622803,0,5,5,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7913182973861694,matd3_unified_comparable_v4,-13.45241105556488,E3,8
MATD3,False,0.7400429844856262,0.0,0.0,0.0,0.0,0.6670520901679993,0,6,6,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.8788503408432007,matd3_unified_comparable_v4,-14.940455794334412,E3,9
MATD3,False,0.7202590107917786,0.0,0.0,0.0,0.0,0.6611592769622803,0,7,7,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.9419196844100952,matd3_unified_comparable_v4,-16.01263463497162,E3,10
MATD3,False,0.7063130140304565,0.0,0.0,0.0,0.0,0.6438825726509094,0,8,8,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.8637011647224426,matd3_unified_comparable_v4,-14.682919800281525,E3,11
MATD3,False,0.6990569829940796,0.0,0.0,0.0,0.0,0.6163992881774902,0,9,9,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.456674188375473,matd3_unified_comparable_v4,-7.763461202383041,E3,12
MATD3,False,0.701000988483429,0.0,0.0,0.0,0.0,0.5805823802947998,0,10,10,0,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5233678817749023,matd3_unified_comparable_v4,-8.89725399017334,E3,13
