algorithm,all_done,carbon_intensity_mean,district_net_electricity_consumption,district_net_electricity_consumption_cost,district_net_electricity_consumption_emission,district_net_electricity_consumption_without_storage,electricity_price_mean,episode,episode_step,global_step,reset_count,reward_axis_weights,reward_function,reward_mean,reward_profile,reward_sum,scenario,time_step
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.43466824293136597,0,0,0,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.4808776378631592,maac_unified_comparable_v4,-8.174919843673706,E1,1
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.4791431427001953,0,1,1,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7280569076538086,maac_unified_comparable_v4,-12.376967430114746,E1,2
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.526870608329773,0,2,2,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7147453427314758,maac_unified_comparable_v4,-12.150670826435089,E1,3
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5745980739593506,0,3,3,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.49421271681785583,maac_unified_comparable_v4,-8.40161618590355,E1,4
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.6190729737281799,0,4,4,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7049598097801208,maac_unified_comparable_v4,-11.984316766262054,E1,5
MAAC,False,0.786109983921051,0.0,0.0,0.0,0.0,0.6572644114494324,0,5,5,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.6229486465454102,maac_unified_comparable_v4,-10.590126991271973,E1,6
MAAC,False,0.777534008026123,0.0,0.0,0.0,0.0,0.6865697503089905,0,6,6,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.5278551578521729,maac_unified_comparable_v4,-8.973537683486938,E1,7
MAAC,False,0.7678760290145874,0.0,0.0,0.0,0.0,0.70499187707901,0,7,7,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.6346437335014343,maac_unified_comparable_v4,-10.788943469524384,E1,8
MAAC,False,0.754755973815918,0.0,0.0,0.0,0.0,0.7112753391265869,0,8,8,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.6759504079818726,maac_unified_comparable_v4,-11.491156935691833,E1,9
MAAC,False,0.7463780045509338,0.0,0.0,0.0,0.0,0.70499187707901,0,9,9,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7467808723449707,maac_unified_comparable_v4,-12.695274829864502,E1,10
MAAC,False,0.7355039715766907,0.0,0.0,0.0,0.0,0.6865697503089905,0,10,10,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7715773582458496,maac_unified_comparable_v4,-13.116815090179443,E1,11
MAAC,False,0.7188270092010498,0.0,0.0,0.0,0.0,0.6572644114494324,0,11,11,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.5590031743049622,maac_unified_comparable_v4,-9.503053963184357,E1,12
MAAC,False,0.7292720079421997,0.0,0.0,0.0,0.0,0.6190729737281799,0,12,12,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7361046671867371,maac_unified_comparable_v4,-12.51377934217453,E1,13
MAAC,False,0.7189919948577881,0.0,0.0,0.0,0.0,0.5745980739593506,0,13,13,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.6307319402694702,maac_unified_comparable_v4,-10.722442984580994,E1,14
MAAC,False,0.7373149991035461,0.0,0.0,0.0,0.0,0.526870608329773,0,14,14,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.647224485874176,maac_unified_comparable_v4,-11.002816259860992,E1,15
MAAC,False,0.7633939981460571,0.0,0.0,0.0,0.0,0.4791431427001953,0,15,15,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7845243811607361,maac_unified_comparable_v4,-13.336914479732513,E1,16
MAAC,False,0.783053994178772,0.0,0.0,0.0,0.0,0.43466824293136597,0,16,16,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.6067171096801758,maac_unified_comparable_v4,-10.314190864562988,E1,17
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5794660449028015,0,17,17,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.5241041779518127,maac_unified_comparable_v4,-8.909771025180817,E1,18
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.536635160446167,0,18,18,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.3372051417827606,maac_unified_comparable_v4,-5.7324874103069305,E1,19
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5097105503082275,0,19,19,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.787732720375061,maac_unified_comparable_v4,-13.391456246376038,E1,20
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5005270838737488,0,20,20,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7051876783370972,maac_unified_comparable_v4,-11.988190531730652,E1,21
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5097105503082275,0,21,21,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7466970086097717,maac_unified_comparable_v4,-12.69384914636612,E1,22
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.36717143654823303,0,22,22,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.7219394445419312,maac_unified_comparable_v4,-12.27297055721283,E1,23
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.39647677540779114,0,23,23,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.4910772442817688,maac_unified_comparable_v4,-8.34831315279007,E1,24
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.43466824293136597,0,24,24,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.5481396317481995,maac_unified_comparable_v4,-9.31837373971939,E1,25
MAAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.4791431427001953,0,25,25,1,"{""carbon"": 0.15, ""cost"": 0.15, ""flex"": 0.7}",CityLearnV3MADRLRewardFunction,-0.5151212215423584,maac_unified_comparable_v4,-8.757060766220093,E1,26
