algorithm,all_done,carbon_intensity_mean,district_net_electricity_consumption,district_net_electricity_consumption_cost,district_net_electricity_consumption_emission,district_net_electricity_consumption_without_storage,electricity_price_mean,episode,episode_step,global_step,reset_count,reward_axis_weights,reward_function,reward_mean,reward_profile,reward_sum,scenario,time_step
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.4765397608280182,0,0,0,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5127309560775757,masac_unified_comparable_v4,-8.716426253318787,E3,1
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5252988934516907,0,1,1,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5522948503494263,masac_unified_comparable_v4,-9.389012455940247,E3,2
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5776239633560181,0,2,2,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.56919264793396,masac_unified_comparable_v4,-9.67627501487732,E3,3
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.6299489736557007,0,3,3,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.6233528256416321,masac_unified_comparable_v4,-10.596998035907745,E3,4
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.6787081360816956,0,4,4,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5485357046127319,masac_unified_comparable_v4,-9.325106978416443,E3,5
MASAC,False,0.781378984451294,0.0,0.0,0.0,0.0,0.7205785512924194,0,5,5,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5893722176551819,masac_unified_comparable_v4,-10.019327700138092,E3,6
MASAC,False,0.7617499828338623,0.0,0.0,0.0,0.0,0.7527068853378296,0,6,6,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.6444308757781982,masac_unified_comparable_v4,-10.95532488822937,E3,7
MASAC,False,0.7393829822540283,0.0,0.0,0.0,0.0,0.7729036211967468,0,7,7,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7668842077255249,masac_unified_comparable_v4,-13.037031531333923,E3,8
MASAC,False,0.717706024646759,0.0,0.0,0.0,0.0,0.779792308807373,0,8,8,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.8014610409736633,masac_unified_comparable_v4,-13.624837696552277,E3,9
MASAC,False,0.7126550078392029,0.0,0.0,0.0,0.0,0.7729036211967468,0,9,9,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.8194100260734558,masac_unified_comparable_v4,-13.929970443248749,E3,10
MASAC,False,0.7080339789390564,0.0,0.0,0.0,0.0,0.7527068853378296,0,10,10,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.8518006205558777,masac_unified_comparable_v4,-14.48061054944992,E3,11
MASAC,False,0.7280700206756592,0.0,0.0,0.0,0.0,0.7205785512924194,0,11,11,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5369198322296143,masac_unified_comparable_v4,-9.127637147903442,E3,12
MASAC,False,0.7391610145568848,0.0,0.0,0.0,0.0,0.6787081360816956,0,12,12,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.4399906396865845,masac_unified_comparable_v4,-7.479840874671936,E3,13
MASAC,False,0.7657309770584106,0.0,0.0,0.0,0.0,0.6299489736557007,0,13,13,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.2960541844367981,masac_unified_comparable_v4,-5.032921135425568,E3,14
MASAC,False,0.7672839760780334,0.0,0.0,0.0,0.0,0.5776239633560181,0,14,14,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.3887168765068054,masac_unified_comparable_v4,-6.608186900615692,E3,15
MASAC,False,0.7779510021209717,0.0,0.0,0.0,0.0,0.5252988934516907,0,15,15,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.45387008786201477,masac_unified_comparable_v4,-7.715791493654251,E3,16
MASAC,False,0.7869279980659485,0.0,0.0,0.0,0.0,0.4765397608280182,0,16,16,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.39203882217407227,masac_unified_comparable_v4,-6.6646599769592285,E3,17
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.6352859139442444,0,17,17,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.34555184841156006,masac_unified_comparable_v4,-5.874381422996521,E3,18
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5883291363716125,0,18,18,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.07843829691410065,masac_unified_comparable_v4,-1.333451047539711,E3,19
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5588108897209167,0,19,19,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7779961824417114,masac_unified_comparable_v4,-13.225935101509094,E3,20
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5487427711486816,0,20,20,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7058992981910706,masac_unified_comparable_v4,-12.0002880692482,E3,21
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5588108897209167,0,21,21,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7343107461929321,masac_unified_comparable_v4,-12.483282685279846,E3,22
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.40254098176956177,0,22,22,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.6895033717155457,masac_unified_comparable_v4,-11.721557319164276,E3,23
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.4346693158149719,0,23,23,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5740802884101868,masac_unified_comparable_v4,-9.759364902973175,E3,24
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.4765397608280182,0,24,24,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5389195680618286,masac_unified_comparable_v4,-9.161632657051086,E3,25
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5252988934516907,0,25,25,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5650323033332825,masac_unified_comparable_v4,-9.605549156665802,E3,26
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5776239633560181,0,26,26,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5517368912696838,masac_unified_comparable_v4,-9.379527151584625,E3,27
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.6299489736557007,0,27,27,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5503382086753845,masac_unified_comparable_v4,-9.355749547481537,E3,28
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.6787081360816956,0,28,28,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5440178513526917,masac_unified_comparable_v4,-9.248303472995758,E3,29
MASAC,False,0.7803660035133362,0.0,0.0,0.0,0.0,0.7205785512924194,0,29,29,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5900745391845703,masac_unified_comparable_v4,-10.031267166137695,E3,30
MASAC,False,0.7570710182189941,0.0,0.0,0.0,0.0,0.7527068853378296,0,30,30,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7070927619934082,masac_unified_comparable_v4,-12.02057695388794,E3,31
MASAC,False,0.7312300205230713,0.0,0.0,0.0,0.0,0.7729036211967468,0,31,31,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7467412352561951,masac_unified_comparable_v4,-12.694600999355316,E3,32
MASAC,False,0.7045620083808899,0.0,0.0,0.0,0.0,0.779792308807373,0,32,32,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7377088665962219,masac_unified_comparable_v4,-12.541050732135773,E3,33
MASAC,False,0.6942780017852783,0.0,0.0,0.0,0.0,0.7729036211967468,0,33,33,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7547110319137573,masac_unified_comparable_v4,-12.830087542533875,E3,34
MASAC,False,0.6966040134429932,0.0,0.0,0.0,0.0,0.7527068853378296,0,34,34,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7708404064178467,masac_unified_comparable_v4,-13.104286909103394,E3,35
MASAC,False,0.7003549933433533,0.0,0.0,0.0,0.0,0.7205785512924194,0,35,35,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.4944121837615967,masac_unified_comparable_v4,-8.405007123947144,E3,36
MASAC,False,0.698294997215271,0.0,0.0,0.0,0.0,0.6787081360816956,0,36,36,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.201406791806221,masac_unified_comparable_v4,-3.423915460705757,E3,37
MASAC,False,0.714555025100708,0.0,0.0,0.0,0.0,0.6299489736557007,0,37,37,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.09002946317195892,masac_unified_comparable_v4,-1.5305008739233017,E3,38
MASAC,False,0.7479029893875122,0.0,0.0,0.0,0.0,0.5776239633560181,0,38,38,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.05031267926096916,masac_unified_comparable_v4,-0.8553155474364758,E3,39
MASAC,False,0.7672479748725891,0.0,0.0,0.0,0.0,0.5252988934516907,0,39,39,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.12692712247371674,masac_unified_comparable_v4,-2.1577610820531845,E3,40
MASAC,False,0.783939003944397,0.0,0.0,0.0,0.0,0.4765397608280182,0,40,40,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.3465955853462219,masac_unified_comparable_v4,-5.892124950885773,E3,41
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.6352859139442444,0,41,41,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.37096068263053894,masac_unified_comparable_v4,-6.306331604719162,E3,42
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5883291363716125,0,42,42,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.09885627031326294,masac_unified_comparable_v4,-1.68055659532547,E3,43
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5588108897209167,0,43,43,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7834978103637695,masac_unified_comparable_v4,-13.319462776184082,E3,44
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5487427711486816,0,44,44,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.739570677280426,masac_unified_comparable_v4,-12.572701513767242,E3,45
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5588108897209167,0,45,45,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.7166207432746887,masac_unified_comparable_v4,-12.182552635669708,E3,46
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.40254098176956177,0,46,46,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.71153724193573,masac_unified_comparable_v4,-12.09613311290741,E3,47
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.4346693158149719,0,47,47,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5822287201881409,masac_unified_comparable_v4,-9.897888243198395,E3,48
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.4765397608280182,0,48,48,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5559775829315186,masac_unified_comparable_v4,-9.451618909835815,E3,49
MASAC,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5252988934516907,0,49,49,2,"{""carbon"": 0.15, ""cost"": 0.6, ""flex"": 0.25}",CityLearnV3MADRLRewardFunction,-0.5649651885032654,masac_unified_comparable_v4,-9.604408204555511,E3,50
