cost_function,level,name,value
building_battery_health_capacity_fade_ratio,building,Building_1,1.0767238735323404e-06
building_battery_health_equivalent_full_cycles_count,building,Building_1,0.26733610012290215
building_battery_total_charge_kwh,building,Building_1,3607.206620061799
building_battery_total_discharge_kwh,building,Building_1,0.22671499664284056
building_battery_total_throughput_kwh,building,Building_1,3607.433335058442
building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_overall_ratio,building,Building_1,nan
building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_1,nan
building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_1,0.0
building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_1,nan
building_cost_daily_average_baseline_eur,building,Building_1,5695.114281824166
building_cost_daily_average_control_eur,building,Building_1,5707.770144967725
building_cost_daily_average_delta_eur,building,Building_1,12.655863143559381
building_cost_ratio_to_baseline_total_ratio,building,Building_1,1.0022222316387839
building_cost_total_baseline_eur,building,Building_1,2078479.4164374112
building_cost_total_control_eur,building,Building_1,2083098.2791571794
building_cost_total_delta_eur,building,Building_1,4618.862719768193
building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_1,0.043837335188312704
building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_1,404.4862976074219
building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_1,397.0863037109375
building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_1,389.686279296875
building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_1,913.9732666015625
building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_1,921.3732299804688
building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_1,928.7732543945312
building_electrical_service_phase_violations_energy_total_kwh,building,Building_1,0.0
building_electrical_service_phase_violations_event_count,building,Building_1,0.0
building_emissions_daily_average_baseline_kgco2,building,Building_1,8304.688648844198
building_emissions_daily_average_control_kgco2,building,Building_1,8323.73612496956
building_emissions_daily_average_delta_kgco2,building,Building_1,19.04747612536326
building_emissions_ratio_to_baseline_total_ratio,building,Building_1,1.0022935810035472
building_emissions_total_baseline_kgco2,building,Building_1,3030865.32813443
building_emissions_total_control_kgco2,building,Building_1,3037816.863275349
building_emissions_total_delta_kgco2,building,Building_1,6951.535140919033
building_energy_grid_daily_average_export_baseline_kwh,building,Building_1,4644.476259783967
building_energy_grid_daily_average_export_control_kwh,building,Building_1,4643.136477213906
building_energy_grid_daily_average_export_delta_kwh,building,Building_1,-1.3397825700614208
