cost_function,level,name,value
building_battery_health_capacity_fade_ratio,building,Building_1,0.0007807039270292898
building_battery_health_equivalent_full_cycles_count,building,Building_1,204.4159697069023
building_battery_total_charge_kwh,building,Building_1,1473732.8669593325
building_battery_total_discharge_kwh,building,Building_1,1284656.2282656073
building_battery_total_throughput_kwh,building,Building_1,2758389.0952249398
building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_overall_ratio,building,Building_1,nan
building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_1,nan
building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_1,0.0
building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_1,nan
building_cost_daily_average_baseline_eur,building,Building_1,6272.198237834803
building_cost_daily_average_control_eur,building,Building_1,6862.009887483922
building_cost_daily_average_delta_eur,building,Building_1,589.811649649119
building_cost_ratio_to_baseline_total_ratio,building,Building_1,1.094035875028836
building_cost_total_baseline_eur,building,Building_1,2289091.01521646
building_cost_total_control_eur,building,Building_1,2504347.6918529863
building_cost_total_delta_eur,building,Building_1,215256.67663652636
building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_1,0.04584074149520254
building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_1,1384.2012939453125
building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_1,1390.601318359375
building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_1,1402.001220703125
building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_1,744.7067260742188
building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_1,739.4780883789062
building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_1,746.8781127929688
building_electrical_service_phase_violations_energy_total_kwh,building,Building_1,0.0
building_electrical_service_phase_violations_event_count,building,Building_1,0.0
building_emissions_daily_average_baseline_kgco2,building,Building_1,7747.441936935873
building_emissions_daily_average_control_kgco2,building,Building_1,9250.10886769984
building_emissions_daily_average_delta_kgco2,building,Building_1,1502.6669307639672
building_emissions_ratio_to_baseline_total_ratio,building,Building_1,1.1939565269408492
building_emissions_total_baseline_kgco2,building,Building_1,2827493.4969008877
building_emissions_total_control_kgco2,building,Building_1,3375904.3155076206
building_emissions_total_delta_kgco2,building,Building_1,548410.8186067329
building_energy_grid_daily_average_export_baseline_kwh,building,Building_1,4848.634533999459
building_energy_grid_daily_average_export_control_kwh,building,Building_1,6204.840182123588
building_energy_grid_daily_average_export_delta_kwh,building,Building_1,1356.2056481241295
building_energy_grid_daily_average_import_baseline_kwh,building,Building_1,10051.995162181243
building_energy_grid_daily_average_import_control_kwh,building,Building_1,11945.731995477907
building_energy_grid_daily_average_import_delta_kwh,building,Building_1,1893.7368332966644
building_energy_grid_daily_average_net_exchange_baseline_kwh,building,Building_1,5203.360628181784
building_energy_grid_daily_average_net_exchange_control_kwh,building,Building_1,5740.891813354318
building_energy_grid_daily_average_net_exchange_delta_kwh,building,Building_1,537.5311851725348
building_energy_grid_ratio_to_baseline_export_total_ratio,building,Building_1,1.2797087795778754
building_energy_grid_ratio_to_baseline_import_total_ratio,building,Building_1,1.1883941250212193
building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,building,Building_1,1.1033046186076796
building_energy_grid_total_export_baseline_kwh,building,Building_1,1769549.5784708858
building_energy_grid_total_export_control_kwh,building,Building_1,2264508.131467521
building_energy_grid_total_export_delta_kwh,building,Building_1,494958.55299663544
building_energy_grid_total_import_baseline_kwh,building,Building_1,3668559.401064396
building_energy_grid_total_import_control_kwh,building,Building_1,4359694.439516291
building_energy_grid_total_import_delta_kwh,building,Building_1,691135.0384518951
building_energy_grid_total_net_exchange_baseline_kwh,building,Building_1,1899009.8225935102
building_energy_grid_total_net_exchange_control_kwh,building,Building_1,2095186.3080487698
building_energy_grid_total_net_exchange_delta_kwh,building,Building_1,196176.48545525968
building_equity_benefit_relative_percent,building,Building_1,-9.4035875028836
building_ev_events_departure_count,building,Building_1,924.0
building_ev_events_departure_met_count,building,Building_1,411.0
building_ev_events_departure_within_tolerance_count,building,Building_1,46.0
building_ev_performance_departure_soc_deficit_mean_ratio,building,Building_1,0.27795755854303444
building_ev_performance_departure_success_ratio,building,Building_1,0.4448051948051948
building_ev_performance_departure_within_tolerance_ratio,building,Building_1,0.049783549783549784
building_ev_total_charge_kwh,building,Building_1,9827.713042838499
building_ev_total_v2g_export_kwh,building,Building_1,2727.875077734003
building_solar_self_consumption_daily_average_export_kwh,building,Building_1,4576.201585186917
building_solar_self_consumption_daily_average_generation_kwh,building,Building_1,9424.330475569273
building_solar_self_consumption_ratio_self_consumption_ratio,building,Building_1,0.5144268765776177
building_solar_self_consumption_total_export_kwh,building,Building_1,1670122.9035271753
