cost_function,level,name,value
building_battery_health_capacity_fade_ratio,building,Building_1,4.927986705573981e-05
building_battery_health_equivalent_full_cycles_count,building,Building_1,11.865845030343388
building_battery_total_charge_kwh,building,Building_1,84401.27646854334
building_battery_total_discharge_kwh,building,Building_1,75716.43637091035
building_battery_total_throughput_kwh,building,Building_1,160117.71283945368
building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_overall_ratio,building,Building_1,nan
building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_1,nan
building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_1,0.0
building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_1,nan
building_cost_daily_average_baseline_eur,building,Building_1,4699.420782669623
building_cost_daily_average_control_eur,building,Building_1,4729.814811220726
building_cost_daily_average_delta_eur,building,Building_1,30.394028551103972
building_cost_ratio_to_baseline_total_ratio,building,Building_1,1.0064676116391174
building_cost_total_baseline_eur,building,Building_1,1715092.7764751343
building_cost_total_control_eur,building,Building_1,1726185.330478431
building_cost_total_delta_eur,building,Building_1,11092.554003296653
building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_1,0.003066596758392886
building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_1,1261.2227783203125
building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_1,1261.2227783203125
building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_1,1261.2227783203125
building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_1,837.5178833007812
building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_1,837.5178833007812
building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_1,837.5178833007812
building_electrical_service_phase_violations_energy_total_kwh,building,Building_1,0.0
building_electrical_service_phase_violations_event_count,building,Building_1,0.0
building_emissions_daily_average_baseline_kgco2,building,Building_1,7887.055638078898
building_emissions_daily_average_control_kgco2,building,Building_1,7991.149265424671
building_emissions_daily_average_delta_kgco2,building,Building_1,104.09362734577346
building_emissions_ratio_to_baseline_total_ratio,building,Building_1,1.0131980338573
building_emissions_total_baseline_kgco2,building,Building_1,2878446.6805805443
