algorithm,all_done,carbon_intensity_mean,district_net_electricity_consumption,district_net_electricity_consumption_cost,district_net_electricity_consumption_emission,district_net_electricity_consumption_without_storage,electricity_price_mean,episode,episode_step,global_step,reset_count,reward_axis_weights,reward_function,reward_mean,reward_profile,reward_sum,scenario,time_step
MATD3,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5324955582618713,0,0,0,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.6838901042938232,matd3_unified_comparable_v4,-11.626131772994995,E2,3
MATD3,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5324955582618713,0,1,1,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.6900861263275146,matd3_unified_comparable_v4,-11.731464147567749,E2,4
MATD3,False,0.7900000214576721,0.0,0.0,0.0,0.0,0.5324955582618713,0,2,2,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.6541785001754761,matd3_unified_comparable_v4,-11.121034502983093,E2,5
MATD3,False,0.7849760055541992,0.0,0.0,0.0,0.0,0.5324955582618713,0,3,3,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.6617133617401123,matd3_unified_comparable_v4,-11.24912714958191,E2,6
MATD3,False,0.7739109992980957,0.0,0.0,0.0,0.0,0.5324955582618713,0,4,4,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.7186627388000488,matd3_unified_comparable_v4,-12.21726655960083,E2,7
MATD3,False,0.7615389823913574,0.0,0.0,0.0,0.0,0.5324955582618713,0,5,5,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.8024682402610779,matd3_unified_comparable_v4,-13.641960084438324,E2,8
MATD3,False,0.7400429844856262,0.0,0.0,0.0,0.0,0.5324955582618713,0,6,6,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.8711442351341248,matd3_unified_comparable_v4,-14.80945199728012,E2,9
MATD3,False,0.7202590107917786,0.0,0.0,0.0,0.0,0.5324955582618713,0,7,7,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.938739001750946,matd3_unified_comparable_v4,-15.958563029766083,E2,10
MATD3,False,0.7063130140304565,0.0,0.0,0.0,0.0,0.5324955582618713,0,8,8,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.8500166535377502,matd3_unified_comparable_v4,-14.450283110141754,E2,11
MATD3,False,0.6990569829940796,0.0,0.0,0.0,0.0,0.5324955582618713,0,9,9,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.4020765423774719,matd3_unified_comparable_v4,-6.835301220417023,E2,12
MATD3,False,0.701000988483429,0.0,0.0,0.0,0.0,0.5324955582618713,0,10,10,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.4848628342151642,matd3_unified_comparable_v4,-8.242668181657791,E2,13
MATD3,False,0.7247269749641418,0.0,0.0,0.0,0.0,0.5324955582618713,0,11,11,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.5562739372253418,matd3_unified_comparable_v4,-9.45665693283081,E2,14
MATD3,False,0.752174973487854,0.0,0.0,0.0,0.0,0.5324955582618713,0,12,12,0,"{""carbon"": 0.7, ""cost"": 0.15, ""flex"": 0.15}",CityLearnV3MADRLRewardFunction,-0.5018536448478699,matd3_unified_comparable_v4,-8.531511962413788,E2,15
