cost_function,level,name,value
building_battery_health_capacity_fade_ratio,building,Building_1,1.0767238735323404e-06
building_battery_health_equivalent_full_cycles_count,building,Building_1,0.26733610012290215
building_battery_total_charge_kwh,building,Building_1,3607.206620061799
building_battery_total_discharge_kwh,building,Building_1,0.22671499664284056
building_battery_total_throughput_kwh,building,Building_1,3607.433335058442
building_comfort_resilience_discomfort_cold_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_cold_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_hot_delta_average_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_max_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_delta_min_c,building,Building_1,0.0
building_comfort_resilience_discomfort_hot_ratio,building,Building_1,nan
building_comfort_resilience_discomfort_overall_ratio,building,Building_1,nan
building_comfort_resilience_resilience_one_minus_thermal_ratio,building,Building_1,nan
building_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,building,Building_1,0.0
building_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,building,Building_1,nan
building_cost_daily_average_baseline_eur,building,Building_1,5226.826028231913
building_cost_daily_average_control_eur,building,Building_1,5225.039612385346
building_cost_daily_average_delta_eur,building,Building_1,-1.7864158465675326
building_cost_ratio_to_baseline_total_ratio,building,Building_1,0.9996582216746992
building_cost_total_baseline_eur,building,Building_1,1907573.7158868054
building_cost_total_control_eur,building,Building_1,1906921.748536802
building_cost_total_delta_eur,building,Building_1,-651.9673500035424
building_electrical_service_phase_imbalance_phase_average_ratio,building,Building_1,0.023682757265433788
building_electrical_service_phase_phase_peaks_export_peak_l1_kw,building,Building_1,406.06195068359375
building_electrical_service_phase_phase_peaks_export_peak_l2_kw,building,Building_1,398.66192626953125
building_electrical_service_phase_phase_peaks_export_peak_l3_kw,building,Building_1,406.06195068359375
building_electrical_service_phase_phase_peaks_import_peak_l1_kw,building,Building_1,849.8419189453125
building_electrical_service_phase_phase_peaks_import_peak_l2_kw,building,Building_1,857.241943359375
building_electrical_service_phase_phase_peaks_import_peak_l3_kw,building,Building_1,849.8419189453125
building_electrical_service_phase_violations_energy_total_kwh,building,Building_1,0.0
building_electrical_service_phase_violations_event_count,building,Building_1,0.0
building_emissions_daily_average_baseline_kgco2,building,Building_1,7747.443750708643
building_emissions_daily_average_control_kgco2,building,Building_1,7748.577392828167
building_emissions_daily_average_delta_kgco2,building,Building_1,1.1336421195236035
building_emissions_ratio_to_baseline_total_ratio,building,Building_1,1.000146324666045
building_emissions_total_baseline_kgco2,building,Building_1,2827494.158852375
building_emissions_total_control_kgco2,building,Building_1,2827907.890990913
building_emissions_total_delta_kgco2,building,Building_1,413.7321385378018
building_energy_grid_daily_average_export_baseline_kwh,building,Building_1,4848.634495398677
building_energy_grid_daily_average_export_control_kwh,building,Building_1,4848.634547555266
building_energy_grid_daily_average_export_delta_kwh,building,Building_1,5.215658881863254e-05
